								
																	
ISBN	SELO	EDIÇÃO	VOLUME / SÉRIE	DISCIPLINA	SEGMENTO	COLEÇÃO	OBRA	AUTOR									
9788508167111	ÁTICA	1			Literatura Infantil	AVULSO	PROFESSOR ASTROCAT E AS FRONTEIRAS DO ESPAÇO	DOMINIC WALLIMAN, BEN NEWMAN									
9788508102891	ÁTICA	1			Literatura Infantil	AVULSO	RODAS, PRA QUE TE QUERO!	ANGELA CARNEIRO, MARCELA CÁLAMO									
9788508179282	ÁTICA	1			Literatura Infantil	AVULSO	VISCONDE NO TEMPO DAS MAGNÓLIAS, UM	MARCELO DONATI									
9788508047567	ÁTICA	7			Literatura Infantil	BABETTE COLE	MAMÃE BOTOU UM OVO!	BABETTE COLE									
9788508158072	ÁTICA	8			Literatura Infantil	BARQUINHO DE PAPEL	ARARA E O GUARANÁ, A	ANA MARIA MACHADO									
9788508158096	ÁTICA	8			Literatura Infantil	BARQUINHO DE PAPEL	AVENTAL QUE O VENTO LEVA	ANA MARIA MACHADO									
9788508158232	ÁTICA	5			Literatura Infantil	BARQUINHO DE PAPEL	BESOURO E PRATA	ANA MARIA MACHADO									
9788508164776	ÁTICA	5			Literatura Infantil	BARQUINHO DE PAPEL	DIA DESSES, UM	ANA MARIA MACHADO									
9788508147632	ÁTICA	8			Literatura Infantil	BARQUINHO DE PAPEL	GALINHA QUE CRIAVA UM RATINHO, A	ANA MARIA MACHADO									
9788508164738	ÁTICA	13			Literatura Infantil	BARQUINHO DE PAPEL	GATO DO MATO E O CACHORRO DO MORRO, O	ANA MARIA MACHADO									
9788508147618	ÁTICA	5			Literatura Infantil	BARQUINHO DE PAPEL	GATO MASSAMÊ E AQUILO QUE ELE VÊ, O	ANA MARIA MACHADO									
9788508157952	ÁTICA	2			Literatura Infantil	BARQUINHO DE PAPEL	JECA, O TATU	ANA MARIA MACHADO									
9788508157976	ÁTICA	5			Literatura Infantil	BARQUINHO DE PAPEL	MARIA SAPEBA	ANA MARIA MACHADO									
9788508147595	ÁTICA	9			Literatura Infantil	BARQUINHO DE PAPEL	MENINA BONITA DO LAÇO DE FITA	ANA MARIA MACHADO									
9788508158256	ÁTICA	7			Literatura Infantil	BARQUINHO DE PAPEL	PAVÃO DO ABRE E FECHA, O	ANA MARIA MACHADO									
9788508164752	ÁTICA	7			Literatura Infantil	BARQUINHO DE PAPEL	QUEM ME DERA	ANA MARIA MACHADO									
9788508157990	ÁTICA	3			Literatura Infantil	BARQUINHO DE PAPEL	QUENCO, O PATO	ANA MARIA MACHADO									
9788508143481	ÁTICA	13			Literatura Infantil	BOI VOADOR	AMOR INTEIRO PARA MEIO-IRMÃO	CRISTINA AGOSTINHO									
9788508172078	ÁTICA	6			Literatura Infantil	BOI VOADOR	GÊMEOS CORINTIANOS, OS	ANNA FLORA									
9788508060320	ÁTICA	6			Literatura Infantil	BOI VOADOR	LOUCO DO MEU BAIRRO, O	ANNA FLORA									
9788508055630	ÁTICA	6			Literatura Infantil	BOI VOADOR	MOLECAGENS DO VOVÔ	MÁRCIO TRIGO									
9788508044689	ÁTICA	10			Literatura Infantil	BOI VOADOR	NOSSA RUA TEM UM PROBLEMA	RICARDO AZEVEDO									
9788508081738	ÁTICA	12			Literatura Infantil	CACHORRINHO SAMBA	CACHORRINHO SAMBA NA FAZENDA, O	MARIA JOSÉ DUPRÉ									
9788508081752	ÁTICA	12			Literatura Infantil	CACHORRINHO SAMBA	CACHORRINHO SAMBA NA FLORESTA, O	MARIA JOSÉ DUPRÉ									
9788508081714	ÁTICA	22			Literatura Infantil	CACHORRINHO SAMBA	CACHORRINHO SAMBA, O	MARIA JOSÉ DUPRÉ									
9788508081790	ÁTICA	28			Literatura Infantil	CACHORRINHO SAMBA	MINA DE OURO, A	MARIA JOSÉ DUPRÉ									
9788508081776	ÁTICA	29			Literatura Infantil	CACHORRINHO SAMBA	MONTANHA ENCANTADA, A	MARIA JOSÉ DUPRÉ									
9788508135127	ÁTICA	1			Literatura Infantil	CHARLIE E LOLA (episódios TV)	EU CONSIGO FAZER TUDO, TUDO SOZINHA	LAUREN CHILD									
9788508135165	ÁTICA	1			Literatura Infantil	CHARLIE E LOLA (episódios TV)	QUERO SER GRANDE	LAUREN CHILD									
9788508135158	ÁTICA	1			Literatura Infantil	CHARLIE E LOLA (episódios TV)	VOCÊ PODE SER MEU AMIGO	LAUREN CHILD									
9788508157273	ÁTICA	1			Literatura Infantil	CHARLIE E LOLA (kit com 4 livros)	MINHA BIBLIOTECA ESPECIALMENTE ESPECIAL	LAUREN CHILD									
9788508157280	ÁTICA	1			Literatura Infantil	CHARLIE E LOLA (kit com 4 livros)	MINHA BIBLIOTECA MAIS QUE OCUPADÍSSIMA	LAUREN CHILD									
9788508157266	ÁTICA	1			Literatura Infantil	CHARLIE E LOLA (livro com adesivos)	LIVRO DE COLEÇÕES DO CHARLIE, O	LAUREN CHILD									
9788508157259	ÁTICA	1			Literatura Infantil	CHARLIE E LOLA (livro com adesivos)	LIVRO DE DANÇAS DA LOLA, O	LAUREN CHILD									
9788508120963	ÁTICA	1			Literatura Infantil	CHARLIE E LOLA (livro pop-up)	EU NÃO QUERO DORMIR AGORA	LAUREN CHILD									
9788508121793	ÁTICA	1			Literatura Infantil	CHARLIE E LOLA (livro pop-up)	EU NUNCA VOU COMER UM TOMATE	LAUREN CHILD									
9788508109241	ÁTICA	1			Literatura Infantil	CHARLIE E LOLA (livro-álbum)	EU NÃO QUERO DORMIR AGORA	LAUREN CHILD									
9788508109203	ÁTICA	1			Literatura Infantil	CHARLIE E LOLA (livro-álbum)	EU NUNCA VOU COMER UM TOMATE	LAUREN CHILD									
9788508109227	ÁTICA	1			Literatura Infantil	CHARLIE E LOLA (livro-álbum)	EU SOU MUITO PEQUENA PARA A ESCOLA	LAUREN CHILD									
9788508142637	ÁTICA	1			Literatura Infantil	CLARA LUZ	ALVO, O	ILAN BRENMAN									
9788508046218	ÁTICA	7			Literatura Infantil	CLARA LUZ	FÁBULAS DE ESOPO, 12	HANS GÄRTNER									
9788508150915	ÁTICA	2			Literatura Infantil	CLARA LUZ	FRANCISCO E CLARA	GUIDO VISCONTI									
9788508056552	ÁTICA	6			Literatura Infantil	CLARA LUZ	HISTÓRIA DE RATINHO / HISTÓRIA DE GIGANTE	ANNEGERT FUCHSHUBER									
9788508093915	ÁTICA	1			Literatura Infantil	CLARA LUZ	LAMPIÃO E MARIA BONITA	LILIANA IACOCCA									
9788508150908	ÁTICA	2			Literatura Infantil	CLARA LUZ	MAIOR DOS PRESENTES, O	SUSAN SUMMERS									
9788508150892	ÁTICA	2			Literatura Infantil	CLARA LUZ	MENINO CHAMADO MOISÉS, UM	MOACYR SCLIAR									
9788508101566	ÁTICA	1			Literatura Infantil	CLARA LUZ	MENINO SINHÔ, O - VIDA E MÚSICA DE HERMETO PASCOAL PARA CRIANÇAS	EDMIRIAM MODOLO VILLAÇA									
9788508108534	ÁTICA	1			Literatura Infantil	CLARA LUZ	PEDRO E O LOBO	HELOISA PRIETO									
9788508085910	ÁTICA	1			Literatura Infantil	CLARA LUZ	ROMEU E JULIETA	NICOLA CINQUETTI									
9788508165841	ÁTICA	1			Literatura Infantil	CLARA LUZ	SABEDORIA DO CALIFA	ILAN BRENMAN									
9788508040476	ÁTICA	12			Literatura Infantil	CLARA LUZ	TEATRO DE SOMBRAS DE OFÉLIA, O	MICHAEL ENDE									
9788508096954	ÁTICA	1			Literatura Infantil	CLARA LUZ	VIDA DE CONTOS DE FADAS, UMA	MARCOS BAGNO									
9788508099719	ÁTICA	1			Literatura Infantil	CLARICE BEAN	CLARICE BEAN TEM UM PROBLEMA	LAUREN CHILD									
9788508111213	ÁTICA	1			Literatura Infantil	CLARICE BEAN	CLARICE BEAN, NÃO OLHE AGORA!	LAUREN CHILD									
9788508091447	ÁTICA	1			Literatura Infantil	CLARICE BEAN	TIPO ASSIM, CLARICE BEAN	LAUREN CHILD									
9788508107308	ÁTICA	1			Literatura Infantil	CLÁSSICOS EM QUADRINHOS	AVENTURAS DE ROBIN HOOD, AS	MARCIA WILLIAMS									
9788508094721	ÁTICA	1			Literatura Infantil	CLÁSSICOS EM QUADRINHOS	DOM QUIXOTE	MARCIA WILLIAMS, MIGUEL DE CERVANTES									
9788508159307	ÁTICA	1			Literatura Infantil	CLÁSSICOS EM QUADRINHOS	EGITO ANTIGO - CONTOS DE DEUSES E FARAÓS	MARCIA WILLIAMS									
9788508094745	ÁTICA	1			Literatura Infantil	CLÁSSICOS EM QUADRINHOS	ILÍADA E A ODISSEIA, A	MARCIA WILLIAMS, HOMERO									
9788508098231	ÁTICA	1			Literatura Infantil	CLÁSSICOS EM QUADRINHOS	MITOS GREGOS - O VOO DE ÍCARO E OUTRAS LENDAS	MARCIA WILLIAMS									
9788508098217	ÁTICA	1			Literatura Infantil	CLÁSSICOS EM QUADRINHOS	REI ARTUR E OS CAVALEIROS DA TÁVOLA REDONDA	MARCIA WILLIAMS									
9788508043040	ÁTICA	2			Literatura Infantil	CONTOS DE ANDERSEN (brochuras)	COLINA DOS ELFOS, A/ A PASTORA E O LIMPADOR DE CHAMINÉS 	MARY E ELIARDO FRANÇA, HANS CHRISTIAN ANDERSEN									
9788508043057	ÁTICA	6			Literatura Infantil	CONTOS DE ANDERSEN (brochuras)	JOÃO TRAPALHÃO/O SOLDADINHO DE CHUMBO	MARY E ELIARDO FRANÇA, HANS CHRISTIAN ANDERSEN									
9788508041305	ÁTICA	4			Literatura Infantil	CONTOS DE ANDERSEN (brochuras)	NICOLAU GRANDE E NICOLAU PEQUENO 	MARY E ELIARDO FRANÇA, HANS CHRISTIAN ANDERSEN									
9788508041329	ÁTICA	8			Literatura Infantil	CONTOS DE ANDERSEN (brochuras)	PATINHO FEIO, O 	MARY E ELIARDO FRANÇA, HANS CHRISTIAN ANDERSEN									
9788508043033	ÁTICA	3			Literatura Infantil	CONTOS DE ANDERSEN (brochuras)	ROUPAS NOVAS DO IMPERADOR, AS/ A VERDADE VERDADEIRA	MARY E ELIARDO FRANÇA, HANS CHRISTIAN ANDERSEN									
9788508041299	ÁTICA	7			Literatura Infantil	CONTOS DE ANDERSEN (brochuras)	ROUXINOL, O	MARY E ELIARDO FRANÇA, HANS CHRISTIAN ANDERSEN									
9788508041312	ÁTICA	7			Literatura Infantil	CONTOS DE ANDERSEN (brochuras)	SEREIAZINHA, A	MARY E ELIARDO FRANÇA, HANS CHRISTIAN ANDERSEN									
9788508043026	ÁTICA	4			Literatura Infantil	CONTOS DE ANDERSEN (brochuras)	TOMMELISE	MARY E ELIARDO FRANÇA, HANS CHRISTIAN ANDERSEN									
9788508086412	ÁTICA	10			Literatura Infantil	CONTOS DE GRIMM (antologia)	CONTOS DE GRIMM (ANTOLOGIA - volume 1)	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM									
9788508086405	ÁTICA	5			Literatura Infantil	CONTOS DE GRIMM (antologia)	CONTOS DE GRIMM (ANTOLOGIA - volume 2)	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM									
9788508154029	ÁTICA	8			Literatura Infantil	CONTOS DE GRIMM (brochuras)	BELA ADORMECIDA, A/ MÃE NEVADA	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM									
9788508159314	ÁTICA	9			Literatura Infantil	CONTOS DE GRIMM (brochuras)	BRANCA DE NEVE	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM									
9788508165018	ÁTICA	7			Literatura Infantil	CONTOS DE GRIMM (brochuras)	CASA DA FLORESTA, A	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM									
9788508154005	ÁTICA	8			Literatura Infantil	CONTOS DE GRIMM (brochuras)	CHAPEUZINHO VERMELHO/ O PRÍNCIPE-RÃ OU HENRIQUE DE FERRO	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM									
9788508160402	ÁTICA	7			Literatura Infantil	CONTOS DE GRIMM (brochuras)	CINDERELA	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM									
9788508160426	ÁTICA	7			Literatura Infantil	CONTOS DE GRIMM (brochuras)	GANSO DE OURO, O/OS DOZE CAÇADORES DO REI	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM									
9788508153985	ÁTICA	8			Literatura Infantil	CONTOS DE GRIMM (brochuras)	GATO DE BOTAS, O/ RUMPELSTICHEN	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM									
9788508042333	ÁTICA	6			Literatura Infantil	CONTOS DE GRIMM (brochuras)	GUARDADORA DE GANSOS, A	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM									
9788508164974	ÁTICA	6			Literatura Infantil	CONTOS DE GRIMM (brochuras)	JOÃO FELIZARDO	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM									
9788508159338	ÁTICA	7			Literatura Infantil	CONTOS DE GRIMM (brochuras)	MÚSICOS DE BREMEN, OS	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM									
9788508164998	ÁTICA	9			Literatura Infantil	CONTOS DE GRIMM (brochuras)	RAPUNZEL/OS SETE CORVOS	MARIA HELOÍSA PENTEADO, IRMÃOS GRIMM									
9788508119035	ÁTICA	6			Literatura Infantil	DENTRO E FORA	BURACO NO TELHADO, UM	LILIANA E MICHELE IACOCCA									
9788508119011	ÁTICA	6			Literatura Infantil	DENTRO E FORA	LAURA E LEO EM O PRATO DE ESPAGUETE	LILIANA E MICHELE IACOCCA									
9788508119059	ÁTICA	3			Literatura Infantil	DENTRO E FORA	LAURA E LEO EM VERMELHO E VERDE	LILIANA E MICHELE IACOCCA									
9788508078103	ÁTICA	1			Literatura Infantil	E AGORA?	EDU VÊ TELEVISÃO DEMAIS	CHRISTIAN LAMBLIN									
9788508079919	ÁTICA	1			Literatura Infantil	E AGORA?	SAMIRA NÃO QUER IR À ESCOLA	CHRISTIAN LAMBLIN									
9788508113552	ÁTICA	9			Literatura Infantil	ESTRELINHA I	FOCA FAMOSA, A	SONIA JUNQUEIRA									
9788508113378	ÁTICA	15			Literatura Infantil	ESTRELINHA I	GALO MALUCO, O	SONIA JUNQUEIRA									
9788508113354	ÁTICA	14			Literatura Infantil	ESTRELINHA I	MACACO E A MOLA, O	SONIA JUNQUEIRA									
9788508113514	ÁTICA	13			Literatura Infantil	ESTRELINHA I	PATO E O SAPO, O	SONIA JUNQUEIRA									
9788508113330	ÁTICA	9			Literatura Infantil	ESTRELINHA I	PERU DE PERUCA, O	SONIA JUNQUEIRA									
9788508113491	ÁTICA	3			Literatura Infantil	ESTRELINHA I	REGINA E O MÁGICO	SONIA JUNQUEIRA									
9788508113439	ÁTICA	14			Literatura Infantil	ESTRELINHA II	ARARA CANTORA, A	SONIA JUNQUEIRA									
9788508113392	ÁTICA	12			Literatura Infantil	ESTRELINHA II	CARACOL VIAJANTE, O	SONIA JUNQUEIRA									
9788508111251	ÁTICA	13			Literatura Infantil	ESTRELINHA II	MACACO MEDROSO, O	SONIA JUNQUEIRA									
9788508113538	ÁTICA	9			Literatura Infantil	ESTRELINHA II	MENINO E O MURO, O	SONIA JUNQUEIRA									
9788508111237	ÁTICA	2			Literatura Infantil	ESTRELINHA II	ONÇA E A ANTA, A	SONIA JUNQUEIRA									
9788508111299	ÁTICA	10			Literatura Infantil	ESTRELINHA II	SONHO DA VACA, O	SONIA JUNQUEIRA									
9788508113477	ÁTICA	11			Literatura Infantil	ESTRELINHA III	BARULHO FANTASMA, O	SONIA JUNQUEIRA									
9788508113415	ÁTICA	10			Literatura Infantil	ESTRELINHA III	FESTA ENCRENCADA, A	SONIA JUNQUEIRA									
9788508111312	ÁTICA	12			Literatura Infantil	ESTRELINHA III	MISTÉRIO DA LUA, O	SONIA JUNQUEIRA									
9788508113453	ÁTICA	12			Literatura Infantil	ESTRELINHA III	PALHAÇO DIFERENTE, UM	SONIA JUNQUEIRA									
9788508111275	ÁTICA	12			Literatura Infantil	ESTRELINHA III	PEIXE PIXOTE, O	SONIA JUNQUEIRA									
9788508111336	ÁTICA	2			Literatura Infantil	ESTRELINHA III	SUSTO DO PERIQUITO, O	SONIA JUNQUEIRA									
9788508053599	ÁTICA	10			Literatura Infantil	FÁBULAS	FÁBULAS 1	MARY E ELIARDO FRANÇA									
9788508053605	ÁTICA	8			Literatura Infantil	FÁBULAS	FÁBULAS 2	MARY E ELIARDO FRANÇA									
9788508108411	ÁTICA	2			Literatura Infantil	FERNANDA LOPES DE ALMEIDA	ARANHA, A DOR DE CABEÇA, A	FERNANDA LOPES DE ALMEIDA									
9788508108459	ÁTICA	2			Literatura Infantil	FERNANDA LOPES DE ALMEIDA	CONTOS DE PERRAULT	FERNANDA LOPES DE ALMEIDA, CHARLES PERRAULT									
9788508108435	ÁTICA	28			Literatura Infantil	FERNANDA LOPES DE ALMEIDA	FADA QUE TINHA IDEIAS, A	FERNANDA LOPES DE ALMEIDA									
9788508111190	ÁTICA	1			Literatura Infantil	FERNANDA LOPES DE ALMEIDA	LEI DO MAIS FORTE, A	FERNANDA LOPES DE ALMEIDA									
9788508128761	ÁTICA	2			Literatura Infantil	FERNANDA LOPES DE ALMEIDA	REI MALUCO E A RAINHA MAIS AINDA, O	FERNANDA LOPES DE ALMEIDA									
9788508108398	ÁTICA	20			Literatura Infantil	FERNANDA LOPES DE ALMEIDA	SOPRINHO	FERNANDA LOPES DE ALMEIDA									
9788508074839	ÁTICA	1			Literatura Infantil	FOLCLORE	ARMAZÉM DO FOLCLORE	RICARDO AZEVEDO									
9788508115808	ÁTICA	1			Literatura Infantil	FOLCLORE	CONTOS DE ADIVINHAÇÃO	RICARDO AZEVEDO									
9788508097791	ÁTICA	1			Literatura Infantil	FOLCLORE	CONTOS DE BICHOS DO MATO	RICARDO AZEVEDO									
9788508087112	ÁTICA	1			Literatura Infantil	FOLCLORE	CONTOS DE ENGANAR A MORTE	RICARDO AZEVEDO									
9788508127276	ÁTICA	1			Literatura Infantil	FOLCLORE	CONTOS E LENDAS DE UM VALE ENCANTADO	RICARDO AZEVEDO									
9788508124473	ÁTICA	1			Literatura Infantil	FOLCLORE	HISTÓRIAS DE BOBOS, BOCÓS, BURRALDOS E PASPALHÕES	RICARDO AZEVEDO									
9788508143696	ÁTICA	8			Literatura Infantil	FOLCLORE	MEU LIVRO DE FOLCLORE	RICARDO AZEVEDO									
9788508081905	ÁTICA	1			Literatura Infantil	FOLCLORE	NO MEIO DA NOITE ESCURA TEM UM PÉ DE MARAVILHA!	RICARDO AZEVEDO									
9788508094769	ÁTICA	2			Literatura Infantil	FUZUÊ	HOMEM NO SÓTÃO, UM	RICARDO AZEVEDO									
9788508105557	ÁTICA	1			Literatura Infantil	FUZUÊ	LIVRO DOS PONTOS DE VISTA, O	RICARDO AZEVEDO									
9788508165070	ÁTICA	3			Literatura Infantil	FUZUÊ	MARCUS ROBÔ	MARIA HELOÍSA PENTEADO									
9788508146680	ÁTICA	3			Literatura Infantil	FUZUÊ	MARICÁ, MARILÁ E MARICOLÁ	MARIA HELOÍSA PENTEADO									
9788508128549	ÁTICA	17			Literatura Infantil	FUZUÊ	REINO PERDIDO DO BELELÉU, NO	MARIA HELOÍSA PENTEADO									
9788508153817	ÁTICA	1			Literatura Infantil	FUZUÊ	SÁBADOS COM MEU AVÔ	FANNY ABRAMOVICH									
9788508153831	ÁTICA	1			Literatura Infantil	FUZUÊ	SEM MAIS NEM MENOS 	LUÍS DILL									
9788508037988	ÁTICA	9			Literatura Infantil	GATO E RATO	BALAIO DO RATO, O	MARY E ELIARDO FRANÇA									
9788508069316	ÁTICA	3			Literatura Infantil	GATO E RATO	BANANA, A	MARY E ELIARDO FRANÇA									
9788508171828	ÁTICA	18			Literatura Infantil	GATO E RATO	BARCO, O	MARY E ELIARDO FRANÇA									
9788508044320	ÁTICA	6			Literatura Infantil	GATO E RATO	BELO SORRISO, UM	MARY E ELIARDO FRANÇA									
9788508040506	ÁTICA	5			Literatura Infantil	GATO E RATO	BICHO FEIO, BICHO BONITO	MARY E ELIARDO FRANÇA									
9788508020621	ÁTICA	12			Literatura Infantil	GATO E RATO	BOCA DO SAPO, A	MARY E ELIARDO FRANÇA									
9788508176656	ÁTICA	13			Literatura Infantil	GATO E RATO	BOCA DO SAPO, A	MARY E ELIARDO FRANÇA									
9788508024209	ÁTICA	20			Literatura Infantil	GATO E RATO	BOTA DO BODE, A	MARY E ELIARDO FRANÇA									
9788508176595	ÁTICA	12			Literatura Infantil	GATO E RATO	CARACOL, O	MARY E ELIARDO FRANÇA									
9788508172771	ÁTICA	4			Literatura Infantil	GATO E RATO	CASA FEIA, A	MARY E ELIARDO FRANÇA									
9788508034024	ÁTICA	6			Literatura Infantil	GATO E RATO	CHAPÉU DE PALHA	MARY E ELIARDO FRANÇA									
9788508176649	ÁTICA	18			Literatura Infantil	GATO E RATO	CHUVA! 	MARY E ELIARDO FRANÇA									
9788508172887	ÁTICA	20			Literatura Infantil	GATO E RATO	DIA E NOITE	MARY E ELIARDO FRANÇA									
9788508172856	ÁTICA	4			Literatura Infantil	GATO E RATO	FANTASIA	MARY E ELIARDO FRANÇA									
9788508172832	ÁTICA	21			Literatura Infantil	GATO E RATO	FOGO NO CÉU	MARY E ELIARDO FRANÇA									
9788508172894	ÁTICA	11			Literatura Infantil	GATO E RATO	GALINHA CHOCA, A	MARY E ELIARDO FRANÇA									
9788508176632	ÁTICA	9			Literatura Infantil	GATO E RATO	GATO COM FRIO	MARY E ELIARDO FRANÇA									
9788508037674	ÁTICA	8			Literatura Infantil	GATO E RATO	GATO COM FRIO	MARY E ELIARDO FRANÇA									
9788508171767	ÁTICA	9			Literatura Infantil	GATO E RATO	JOGO E A BOLA, O	MARY E ELIARDO FRANÇA									
9788508069538	ÁTICA	2			Literatura Infantil	GATO E RATO	MARIANA	MARY E ELIARDO FRANÇA									
9788508171743	ÁTICA	15			Literatura Infantil	GATO E RATO	NA ROÇA	MARY E ELIARDO FRANÇA									
9788508176625	ÁTICA	9			Literatura Infantil	GATO E RATO	PATO MAGRO E PATO GORDO	MARY E ELIARDO FRANÇA									
9788508024193	ÁTICA	19			Literatura Infantil	GATO E RATO	PEGA-PEGA, O	MARY E ELIARDO FRANÇA									
9788508024193	ÁTICA	18			Literatura Infantil	GATO E RATO	PEGA-PEGA, O	MARY E ELIARDO FRANÇA									
9788508176663	ÁTICA	10			Literatura Infantil	GATO E RATO	PINTAS DO PREÁ, AS	MARY E ELIARDO FRANÇA									
9788508040698	ÁTICA	6			Literatura Infantil	GATO E RATO	PIQUENIQUE, O	MARY E ELIARDO FRANÇA									
9788508172825	ÁTICA	22			Literatura Infantil	GATO E RATO	POTE DE MELADO, O	MARY E ELIARDO FRANÇA									
9788508176618	ÁTICA	9			Literatura Infantil	GATO E RATO	QUE MEDO!	MARY E ELIARDO FRANÇA									
9788508044283	ÁTICA	4			Literatura Infantil	GATO E RATO	QUE PERIGO!	MARY E ELIARDO FRANÇA									
9788508172795	ÁTICA	24			Literatura Infantil	GATO E RATO	RABO DO GATO, O	MARY E ELIARDO FRANÇA									
9788508059058	ÁTICA	4			Literatura Infantil	GATO E RATO	RATO DE CHAPÉU, O	MARY E ELIARDO FRANÇA									
9788508172184	ÁTICA	1			Literatura Infantil	GATO E RATO	RELÓGIO, O	MARY E ELIARDO FRANÇA									
9788508063277	ÁTICA	3			Literatura Infantil	GATO E RATO	RETRATO, O	MARY E ELIARDO FRANÇA									
9788508035724	ÁTICA	7			Literatura Infantil	GATO E RATO	SAPATO NOVO	MARY E ELIARDO FRANÇA									
9788508176601	ÁTICA	8			Literatura Infantil	GATO E RATO	SURPRESAS!	MARY E ELIARDO FRANÇA									
9788508020577	ÁTICA	11			Literatura Infantil	GATO E RATO	SUSTO, O	MARY E ELIARDO FRANÇA									
9788508007301	ÁTICA	12			Literatura Infantil	GATO E RATO	TREM, O	MARY E ELIARDO FRANÇA									
9788508019618	ÁTICA	18			Literatura Infantil	GATO E RATO	TUCA, VOVÓ E GUTO	MARY E ELIARDO FRANÇA									
9788508011506	ÁTICA	15			Literatura Infantil	GATO E RATO	VENTO, O	MARY E ELIARDO FRANÇA									
9788508148691	ÁTICA	1			Literatura Infantil	GIRAMUNDO	APERTE AQUI	HERVÉ TULLET									
9788508092154	ÁTICA	1			Literatura Infantil	GIRAMUNDO	BELINDA, A BAILARINA	AMY YOUNG									
9788508108947	ÁTICA	1			Literatura Infantil	GIRAMUNDO	CLARA E OS FANTASMINHAS	THIERRY ROBBERECHT									
9788508109265	ÁTICA	1			Literatura Infantil	GIRAMUNDO	FELIZ POR OBRIGAÇÃO	CHRIS WORMELL									
9788508145225	ÁTICA	1			Literatura Infantil	GIRAMUNDO	GRANDE VIAGEM DA SENHORITA PRUDÊNCIA,  A	CHARLOTTE GASTAUT									
9788508101498	ÁTICA	1			Literatura Infantil	GIRAMUNDO	JOAQUIM, O REI PINGUIM	ARMELLE BOY									
9788508162659	ÁTICA	1			Literatura Infantil	GIRAMUNDO	NOITE DOS BICHOS, A - UM LIVRO QUE AMANHECE	JULIA WAUTERS									
9788508115143	ÁTICA	1			Literatura Infantil	GIRAMUNDO	PRINCESA ARABELA, MIMADA QUE SÓ ELA!	MYLO FREEMAN									
9788508092499	ÁTICA	1			Literatura Infantil	GIRAMUNDO	PROMESSA DO GIRINO, A	JEANNE WILLIS									
9788508126897	ÁTICA	1			Literatura Infantil	GIRAMUNDO	SONHOS INCRÍVEIS	PAUL FRANK									
9788508150878	ÁTICA	1			Literatura Infantil	GIRAMUNDO	TANTO PERDIDA, UM	CHRIS HAUGHTON									
9788508062898	ÁTICA	1			Literatura Infantil	GIRAMUNDO	TANTO, TANTO!	TRISH COOKE									
9788508077557	ÁTICA	1			Literatura Infantil	HELOISA PRIETO	CACHORRO QUE SABIA DAR RISADA, O	HELOISA PRIETO									
9788508080762	ÁTICA	1			Literatura Infantil	HELOISA PRIETO	GUERRA DOS GATOS CONTRA A BRUXA DA RUA, A	HELOISA PRIETO									
9788508146703	ÁTICA	1			Literatura Infantil	HELOISA PRIETO	HORROR, HUMOR & QUADRINHOS	HELOISA PRIETO									
9788508172122	ÁTICA	1			Literatura Infantil	HELOISA PRIETO	LIVRO IMPERDÍVEL DE UM ENGENHOSO CAVALEIRO DOIDO, O	HELOISA PRIETO									
9788508101610	ÁTICA	1			Literatura Infantil	HELOISA PRIETO	PANELA DA PAZ, A	HELOISA PRIETO									
9788508120741	ÁTICA	1			Literatura Infantil	JO-KEN-PO	DONA DA BOLA E A DONA DA HISTÓRIA, A	HELOISA PRIETO									
9788508127764	ÁTICA	1			Literatura Infantil	JO-KEN-PO	LÍNGUA DO CONTRÁRIO, A	HELOISA PRIETO									
9788508121120	ÁTICA	1			Literatura Infantil	JO-KEN-PO	SUPER-HERÓI E A FRALDA, O	HELOISA PRIETO									
9788508172504	ÁTICA	3			Literatura Infantil	LABIRINTO	ANDORINHAS TURISTAS, AS	LILIANA E MICHELE IACOCCA									
9788508172115	ÁTICA	7			Literatura Infantil	LABIRINTO	BORBOLETA E A TARTARUGA, A	LILIANA E MICHELE IACOCCA									
9788508171774	ÁTICA	7			Literatura Infantil	LABIRINTO	CACHORRO E A PULGA, O	LILIANA E MICHELE IACOCCA									
9788508173358	ÁTICA	4			Literatura Infantil	LABIRINTO	CAVALO SOLITÁRIO, O	LILIANA E MICHELE IACOCCA									
